x,empREL,empTTF
1157.0,0.7140039447731755,0.2859960552268245
1163.0,0.7120315581854043,0.2879684418145957
1171.0,0.7100591715976331,0.2899408284023669
1189.0,0.7080867850098619,0.2919132149901381
1192.0,0.7061143984220908,0.2938856015779093
1203.0,0.7041420118343196,0.2958579881656805
1206.0,0.7021696252465484,0.2978303747534517
1244.0,0.7001972386587771,0.2998027613412229
1250.0,0.6982248520710059,0.3017751479289941
1251.0,0.6962524654832347,0.30374753451676534
1257.0,0.6942800788954635,0.3057199211045365
1279.0,0.6923076923076923,0.3076923076923077
1280.0,0.6903353057199211,0.3096646942800789
1281.0,0.6883629191321499,0.31163708086785014
1317.0,0.6863905325443787,0.31360946745562135
1323.0,0.6844181459566074,0.3155818540433925
1338.0,0.6824457593688362,0.3175542406311637
1352.0,0.680473372781065,0.31952662721893493
1352.0,0.6785009861932938,0.32149901380670615
1365.0,0.6765285996055226,0.32347140039447736
1374.0,0.6745562130177514,0.3254437869822486
1379.0,0.6725838264299803,0.32741617357001973
1382.0,0.6706114398422091,0.32938856015779094
1406.0,0.6686390532544378,0.33136094674556216
1473.0,0.6666666666666666,0.33333333333333337
1473.0,0.6646942800788954,0.3353057199211046
1473.0,0.6627218934911243,0.33727810650887574
1473.0,0.6607495069033531,0.33925049309664695
1473.0,0.6587771203155819,0.34122287968441817
1473.0,0.6568047337278107,0.3431952662721894
1477.0,0.6548323471400395,0.3451676528599606
1482.0,0.6528599605522682,0.3471400394477318
1487.0,0.650887573964497,0.34911242603550297
1506.0,0.6489151873767258,0.3510848126232742
1515.0,0.6469428007889546,0.3530571992110454
1531.0,0.6449704142011834,0.3550295857988166
1542.0,0.6429980276134122,0.3570019723865878
1562.0,0.641025641025641,0.358974358974359
1607.0,0.6390532544378698,0.3609467455621302
1644.0,0.6370808678500985,0.3629191321499014
1647.0,0.6351084812623273,0.3648915187376726
1723.0,0.6331360946745561,0.36686390532544383
1738.0,0.6311637080867849,0.36883629191321504
1776.0,0.6291913214990138,0.3708086785009862
1781.0,0.6272189349112426,0.3727810650887574
1785.0,0.6252465483234714,0.3747534516765286
1794.0,0.6232741617357002,0.37672583826429984
1796.0,0.621301775147929,0.37869822485207105
1840.0,0.6193293885601577,0.38067061143984227
1869.0,0.6173570019723866,0.3826429980276134
1908.0,0.6153846153846154,0.38461538461538464
1931.0,0.6134122287968442,0.38658777120315585
1937.0,0.611439842209073,0.38856015779092706
1953.0,0.6094674556213018,0.3905325443786983
2031.0,0.6074950690335306,0.39250493096646943
2076.0,0.6055226824457594,0.39447731755424065
2134.0,0.6035502958579881,0.39644970414201186
2137.0,0.6015779092702169,0.3984220907297831
2138.0,0.5996055226824457,0.4003944773175543
2149.0,0.5976331360946745,0.4023668639053255
2152.0,0.5956607495069033,0.40433925049309666
2185.0,0.5936883629191321,0.40631163708086787
2196.0,0.5917159763313609,0.4082840236686391
2202.0,0.5897435897435896,0.4102564102564103
2219.0,0.5877712031558184,0.4122287968441815
2237.0,0.5857988165680473,0.41420118343195267
2281.0,0.5838264299802761,0.4161735700197239
2296.0,0.5818540433925049,0.4181459566074951
2386.0,0.5798816568047337,0.4201183431952663
2389.0,0.5779092702169625,0.4220907297830375
2434.0,0.5759368836291913,0.42406311637080873
2460.0,0.5739644970414202,0.4260355029585799
2463.0,0.571992110453649,0.4280078895463511
2488.0,0.5700197238658777,0.4299802761341223
2501.0,0.5680473372781065,0.43195266272189353
2551.0,0.5660749506903353,0.43392504930966475
2599.0,0.5641025641025641,0.4358974358974359
2701.0,0.5621301775147929,0.4378698224852071
2753.0,0.5601577909270217,0.43984220907297833
2771.0,0.5581854043392505,0.44181459566074954
2816.0,0.5562130177514792,0.44378698224852076
2843.0,0.554240631163708,0.44575936883629197
2878.0,0.5522682445759368,0.4477317554240631
2879.0,0.5502958579881656,0.44970414201183434
2916.0,0.5483234714003944,0.45167652859960555
2947.0,0.5463510848126232,0.45364891518737677
3015.0,0.544378698224852,0.455621301775148
3058.0,0.5424063116370809,0.45759368836291914
3066.0,0.5404339250493096,0.45956607495069035
3173.0,0.5384615384615384,0.46153846153846156
3212.0,0.5364891518737672,0.4635108481262328
3220.0,0.534516765285996,0.465483234714004
3252.0,0.5325443786982248,0.4674556213017752
3258.0,0.5305719921104537,0.46942800788954636
3283.0,0.5285996055226825,0.4714003944773176
3291.0,0.5266272189349113,0.4733727810650888
3327.0,0.52465483234714,0.47534516765286
3329.0,0.5226824457593688,0.4773175542406312
3582.0,0.5207100591715976,0.4792899408284024
3591.0,0.5187376725838264,0.4812623274161736
3638.0,0.5167652859960552,0.4832347140039448
3695.0,0.514792899408284,0.485207100591716
3714.0,0.5128205128205128,0.4871794871794872
3795.0,0.5108481262327416,0.48915187376725844
3812.0,0.5088757396449703,0.4911242603550296
3883.0,0.5069033530571991,0.4930966469428008
3951.0,0.5049309664694279,0.495069033530572
4057.0,0.5029585798816567,0.49704142011834324
4159.0,0.5009861932938855,0.49901380670611445
4169.0,0.4990138067061144,0.5009861932938856
4212.0,0.4970414201183432,0.5029585798816568
4307.0,0.49506903353057197,0.504930966469428
4326.0,0.49309664694280075,0.5069033530571992
4367.0,0.49112426035502954,0.5088757396449705
4382.0,0.4891518737672583,0.5108481262327417
4390.0,0.4871794871794871,0.5128205128205129
4480.0,0.4852071005917159,0.5147928994082841
4590.0,0.4832347140039447,0.5167652859960553
4671.0,0.4812623274161736,0.5187376725838264
4694.0,0.47928994082840237,0.5207100591715976
4738.0,0.47731755424063116,0.5226824457593688
4787.0,0.47534516765285995,0.52465483234714
4959.0,0.47337278106508873,0.5266272189349113
5031.0,0.4714003944773175,0.5285996055226825
5035.0,0.4694280078895463,0.5305719921104537
5095.0,0.4674556213017751,0.5325443786982249
5168.0,0.4654832347140039,0.5345167652859961
5244.0,0.46351084812623267,0.5364891518737673
5244.0,0.46153846153846145,0.5384615384615385
5256.0,0.45956607495069035,0.5404339250493096
5282.0,0.45759368836291914,0.5424063116370809
5469.0,0.4556213017751479,0.5443786982248521
5618.0,0.4536489151873767,0.5463510848126233
5664.0,0.4516765285996055,0.5483234714003945
5779.0,0.4497041420118343,0.5502958579881657
5787.0,0.44773175542406307,0.5522682445759369
5947.0,0.44575936883629186,0.5542406311637081
5955.0,0.44378698224852065,0.5562130177514794
5991.0,0.44181459566074943,0.5581854043392506
6553.0,0.4398422090729782,0.5601577909270218
6607.0,0.4378698224852071,0.5621301775147929
6659.0,0.4358974358974359,0.5641025641025641
6743.0,0.4339250493096647,0.5660749506903353
6906.0,0.4319526627218935,0.5680473372781065
7008.0,0.42998027613412226,0.5700197238658777
7161.0,0.42800788954635105,0.571992110453649
7217.0,0.42603550295857984,0.5739644970414202
7231.0,0.4240631163708086,0.5759368836291914
7308.0,0.4220907297830374,0.5779092702169626
7341.0,0.4201183431952662,0.5798816568047338
7370.0,0.418145956607495,0.581854043392505
7457.0,0.4161735700197239,0.5838264299802761
7475.0,0.41420118343195267,0.5857988165680473
7492.0,0.41222879684418146,0.5877712031558185
7675.0,0.41025641025641024,0.5897435897435898
7679.0,0.40828402366863903,0.591715976331361
7812.0,0.4063116370808678,0.5936883629191322
7861.0,0.4043392504930966,0.5956607495069034
8008.0,0.4023668639053254,0.5976331360946746
8076.0,0.4003944773175542,0.5996055226824458
8231.0,0.39842209072978296,0.601577909270217
8242.0,0.39644970414201175,0.6035502958579883
8259.0,0.39447731755424054,0.6055226824457595
8308.0,0.39250493096646943,0.6074950690335306
8328.0,0.3905325443786982,0.6094674556213018
8418.0,0.388560157790927,0.611439842209073
8502.0,0.3865877712031558,0.6134122287968442
8522.0,0.3846153846153846,0.6153846153846154
8595.0,0.38264299802761337,0.6173570019723866
8619.0,0.38067061143984215,0.6193293885601578
8636.0,0.37869822485207094,0.6213017751479291
8669.0,0.37672583826429973,0.6232741617357003
8671.0,0.3747534516765285,0.6252465483234715
8718.0,0.3727810650887573,0.6272189349112427
8862.0,0.3708086785009862,0.6291913214990138
9077.0,0.368836291913215,0.631163708086785
9184.0,0.3668639053254438,0.6331360946745562
9399.0,0.36489151873767256,0.6351084812623274
9419.0,0.36291913214990135,0.6370808678500987
9430.0,0.36094674556213013,0.6390532544378699
9470.0,0.3589743589743589,0.6410256410256411
9519.0,0.3570019723865877,0.6429980276134123
9551.0,0.3550295857988165,0.6449704142011835
9552.0,0.3530571992110453,0.6469428007889547
9552.0,0.35108481262327407,0.6489151873767259
9632.0,0.34911242603550297,0.650887573964497
9649.0,0.34714003944773175,0.6528599605522682
9674.0,0.34516765285996054,0.6548323471400395
9774.0,0.3431952662721893,0.6568047337278107
9891.0,0.3412228796844181,0.6587771203155819
10039.0,0.3392504930966469,0.6607495069033531
10172.0,0.3372781065088757,0.6627218934911243
10254.0,0.3353057199211045,0.6646942800788955
10281.0,0.33333333333333326,0.6666666666666667
10414.0,0.33136094674556205,0.668639053254438
10468.0,0.32938856015779083,0.6706114398422092
10515.0,0.32741617357001973,0.6725838264299803
10569.0,0.3254437869822485,0.6745562130177515
10648.0,0.3234714003944773,0.6765285996055227
10768.0,0.3214990138067061,0.6785009861932939
10899.0,0.3195266272189349,0.6804733727810651
10913.0,0.31755424063116366,0.6824457593688363
10930.0,0.31558185404339245,0.6844181459566075
11024.0,0.31360946745562124,0.6863905325443788
11024.0,0.31163708086785,0.68836291913215
11024.0,0.3096646942800788,0.6903353057199212
11025.0,0.3076923076923076,0.6923076923076924
11025.0,0.3057199211045365,0.6942800788954635
11025.0,0.3037475345167653,0.6962524654832347
11025.0,0.30177514792899407,0.6982248520710059
11025.0,0.29980276134122286,0.7001972386587771
11025.0,0.29783037475345164,0.7021696252465484
11025.0,0.29585798816568043,0.7041420118343196
11025.0,0.2938856015779092,0.7061143984220908
11025.0,0.291913214990138,0.708086785009862
11025.0,0.2899408284023668,0.7100591715976332
11025.0,0.2879684418145956,0.7120315581854044
11059.0,0.28599605522682436,0.7140039447731756
11106.0,0.28402366863905326,0.7159763313609467
11571.0,0.28205128205128205,0.717948717948718
11872.0,0.28007889546351084,0.7199211045364892
11937.0,0.2781065088757396,0.7218934911242604
11989.0,0.2761341222879684,0.7238658777120316
12016.0,0.2741617357001972,0.7258382642998028
12047.0,0.272189349112426,0.727810650887574
12070.0,0.27021696252465477,0.7297830374753452
12103.0,0.26824457593688356,0.7317554240631164
12164.0,0.26627218934911234,0.7337278106508877
12164.0,0.26429980276134113,0.7357001972386589
12275.0,0.26232741617357,0.73767258382643
12326.0,0.2603550295857988,0.7396449704142012
12392.0,0.2583826429980276,0.7416173570019724
12451.0,0.2564102564102564,0.7435897435897436
12498.0,0.2544378698224852,0.7455621301775148
12608.0,0.25246548323471396,0.747534516765286
12641.0,0.25049309664694275,0.7495069033530573
12807.0,0.24852071005917153,0.7514792899408285
13316.0,0.24654832347140032,0.7534516765285997
13479.0,0.2445759368836291,0.7554240631163709
13587.0,0.2426035502958579,0.7573964497041421
13747.0,0.24063116370808668,0.7593688362919133
13836.0,0.23865877712031558,0.7613412228796844
14028.0,0.23668639053254437,0.7633136094674556
14207.0,0.23471400394477315,0.7652859960552268
14579.0,0.23274161735700194,0.7672583826429981
14841.0,0.23076923076923073,0.7692307692307693
15304.0,0.2287968441814595,0.7712031558185405
15885.0,0.2268244575936883,0.7731755424063117
16008.0,0.2248520710059171,0.7751479289940829
16191.0,0.22287968441814587,0.7771203155818541
16251.0,0.22090729783037466,0.7790927021696253
16310.0,0.21893491124260345,0.7810650887573966
16496.0,0.21696252465483234,0.7830374753451677
16575.0,0.21499013806706113,0.7850098619329389
16582.0,0.21301775147928992,0.7869822485207101
16784.0,0.2110453648915187,0.7889546351084813
16898.0,0.2090729783037475,0.7909270216962525
17056.0,0.20710059171597628,0.7928994082840237
17370.0,0.20512820512820507,0.7948717948717949
17508.0,0.20315581854043385,0.7968441814595661
18050.0,0.20118343195266264,0.7988165680473374
18154.0,0.19921104536489143,0.8007889546351086
18277.0,0.1972386587771202,0.8027613412228798
18400.0,0.1952662721893491,0.8047337278106509
18441.0,0.1932938856015779,0.8067061143984221
18762.0,0.19132149901380668,0.8086785009861933
18968.0,0.18934911242603547,0.8106508875739645
19059.0,0.18737672583826426,0.8126232741617357
19518.0,0.18540433925049304,0.814595660749507
19713.0,0.18343195266272183,0.8165680473372782
20263.0,0.18145956607495062,0.8185404339250494
20695.0,0.1794871794871794,0.8205128205128206
21004.0,0.1775147928994082,0.8224852071005918
21203.0,0.17554240631163698,0.824457593688363
21435.0,0.17357001972386588,0.8264299802761341
21626.0,0.17159763313609466,0.8284023668639053
21816.0,0.16962524654832345,0.8303747534516766
22013.0,0.16765285996055224,0.8323471400394478
22050.0,0.16568047337278102,0.834319526627219
22129.0,0.1637080867850098,0.8362919132149902
22324.0,0.1617357001972386,0.8382642998027614
22370.0,0.15976331360946738,0.8402366863905326
22378.0,0.15779092702169617,0.8422090729783038
22759.0,0.15581854043392496,0.844181459566075
22908.0,0.15384615384615374,0.8461538461538463
22996.0,0.15187376725838264,0.8481262327416174
24015.0,0.14990138067061143,0.8500986193293886
24864.0,0.14792899408284022,0.8520710059171598
24964.0,0.145956607495069,0.854043392504931
25110.0,0.1439842209072978,0.8560157790927022
25525.0,0.14201183431952658,0.8579881656804734
25858.0,0.14003944773175536,0.8599605522682446
25906.0,0.13806706114398415,0.8619329388560159
25972.0,0.13609467455621294,0.8639053254437871
26204.0,0.13412228796844172,0.8658777120315583
26934.0,0.1321499013806705,0.8678500986193295
27502.0,0.1301775147928994,0.8698224852071006
29316.0,0.1282051282051282,0.8717948717948718
29946.0,0.12623274161735698,0.873767258382643
31047.0,0.12426035502958577,0.8757396449704142
31473.0,0.12228796844181455,0.8777120315581854
31539.0,0.12031558185404334,0.8796844181459567
32210.0,0.11834319526627213,0.8816568047337279
32295.0,0.11637080867850091,0.8836291913214991
33075.0,0.1143984220907297,0.8856015779092703
33075.0,0.11242603550295849,0.8875739644970415
33504.0,0.11045364891518727,0.8895463510848127
33511.0,0.10848126232741617,0.8915187376725838
33631.0,0.10650887573964496,0.893491124260355
33784.0,0.10453648915187375,0.8954635108481263
33796.0,0.10256410256410253,0.8974358974358975
33916.0,0.10059171597633132,0.8994082840236687
35599.0,0.0986193293885601,0.9013806706114399
35798.0,0.0966469428007889,0.9033530571992111
35814.0,0.09467455621301768,0.9053254437869823
37455.0,0.09270216962524647,0.9072978303747535
39147.0,0.09072978303747525,0.9092702169625247
40105.0,0.08875739644970404,0.911242603550296
42206.0,0.08678500986193294,0.9132149901380671
42227.0,0.08481262327416172,0.9151873767258383
42372.0,0.08284023668639051,0.9171597633136095
43835.0,0.0808678500986193,0.9191321499013807
44100.0,0.07889546351084809,0.9211045364891519
44287.0,0.07692307692307687,0.9230769230769231
46616.0,0.07495069033530566,0.9250493096646943
48512.0,0.07297830374753445,0.9270216962524656
50351.0,0.07100591715976323,0.9289940828402368
51130.0,0.06903353057199202,0.930966469428008
52068.0,0.0670611439842208,0.9329388560157792
52617.0,0.06508875739644959,0.9349112426035504
53628.0,0.06311637080867849,0.9368836291913215
53966.0,0.06114398422090728,0.9388560157790927
54860.0,0.059171597633136064,0.9408284023668639
54976.0,0.05719921104536485,0.9428007889546351
57932.0,0.05522682445759364,0.9447731755424064
58196.0,0.053254437869822424,0.9467455621301776
59459.0,0.05128205128205121,0.9487179487179488
59681.0,0.04930966469428,0.95069033530572
60140.0,0.047337278106508784,0.9526627218934912
60987.0,0.04536489151873757,0.9546351084812624
62201.0,0.04339250493096636,0.9566074950690336
64299.0,0.041420118343195256,0.9585798816568047
70525.0,0.03944773175542404,0.960552268244576
71869.0,0.03747534516765283,0.9625246548323472
72438.0,0.035502958579881616,0.9644970414201184
77219.0,0.0335305719921104,0.9664694280078896
78152.0,0.03155818540433919,0.9684418145956608
85113.0,0.029585798816567976,0.970414201183432
86468.0,0.027613412228796763,0.9723865877712032
88198.0,0.02564102564102555,0.9743589743589745
89805.0,0.023668639053254337,0.9763313609467457
92596.0,0.021696252465483123,0.9783037475345169
96271.0,0.01972386587771202,0.980276134122288
98239.0,0.017751479289940808,0.9822485207100592
108256.0,0.015779092702169595,0.9842209072978304
108941.0,0.013806706114398382,0.9861932938856016
110218.0,0.011834319526627168,0.9881656804733728
138984.0,0.009861932938855955,0.990138067061144
143639.0,0.007889546351084742,0.9921104536489153
184641.0,0.005917159763313529,0.9940828402366865
209901.0,0.0039447731755423154,0.9960552268244577
248516.0,0.001972386587771102,0.9980276134122289
299578.0,0.0,1.0
