13;;
12;;
11;;270,8172983
18;;
9;;
10;;
13;;
10;;
20;;
16;;
32;;
27;;
21;;
12;;
19;;
15;;
279;;
284;;
288;;
292;;
293;;
293;;
294;;
294;;
294;;
294;;
296;;
296;;
297;;
298;;
273;;
284;;
278;;
298;;
298;;
298;;
298;;
298;;
298;;
299;;
299;;
300;;
300;;
300;;
284;;
300;;
276;;
294;;
279;;
274;;
297;;
305;;
282;;
312;;
326;;
326;;
331;;
332;;
335;;
335;;
335;;
337;;
338;;
322;;
340;;
340;;
343;;
343;;
346;;
344;;
345;;
346;;
346;;
345;;
345;;
347;;
178;;
189;;
190;;
191;;
198;;
199;;
201;;
207;;
207;;
211;;
216;;
218;;
218;;
220;;
221;;
221;;
222;;
208;;
224;;
206;;
242;;
241;;
242;;
246;;
245;;
231;;
246;;
247;;
246;;
222;;
167;;
191;;
194;;
195;;
198;;
203;;
205;;
207;;
211;;
213;;
214;;
216;;
218;;
218;;
220;;
220;;
222;;
221;;
222;;
222;;
224;;
223;;
224;;
224;;
226;;
210;;
206;;
228;;
213;;
202;;
112;;
131;;
191;;
214;;
224;;
230;;
298;;
299;;
300;;
285;;
304;;
280;;
312;;
313;;
314;;
314;;
316;;
317;;
317;;
318;;
318;;
318;;
319;;
319;;
300;;
320;;
320;;
303;;
321;;
321;;
184;;
187;;
227;;
241;;
243;;
252;;
254;;
259;;
264;;
267;;
268;;
267;;
269;;
269;;
270;;
268;;
245;;
272;;
271;;
254;;
275;;
278;;
262;;
277;;
279;;
278;;
279;;
280;;
264;;
279;;
256;;
304;;
304;;
290;;
280;;
305;;
286;;
307;;
307;;
305;;
307;;
306;;
307;;
308;;
308;;
307;;
308;;
309;;
308;;
309;;
309;;
310;;
309;;
310;;
310;;
294;;
309;;
309;;
311;;
310;;
194;;
207;;
217;;
227;;
235;;
236;;
237;;
239;;
242;;
244;;
248;;
248;;
250;;
253;;
253;;
256;;
259;;
259;;
260;;
239;;
261;;
261;;
260;;
246;;
262;;
262;;
237;;
247;;
262;;
263;;
131;;
234;;
237;;
243;;
259;;
266;;
256;;
271;;
275;;
277;;
279;;
281;;
283;;
285;;
286;;
290;;
291;;
292;;
292;;
293;;
293;;
292;;
293;;
277;;
296;;
275;;
296;;
272;;
297;;
297;;
219;;
282;;
302;;
320;;
322;;
322;;
323;;
323;;
324;;
324;;
325;;
325;;
326;;
326;;
327;;
328;;
327;;
308;;
329;;
329;;
330;;
330;;
331;;
316;;
306;;
319;;
333;;
333;;
334;;
333;;
215;;
234;;
241;;
247;;
253;;
274;;
279;;
275;;
290;;
302;;
284;;
306;;
305;;
334;;
336;;
337;;
337;;
337;;
338;;
337;;
337;;
339;;
339;;
324;;
341;;
340;;
340;;
340;;
340;;
342;;
211;;
261;;
288;;
308;;
307;;
312;;
312;;
316;;
316;;
322;;
322;;
322;;
324;;
327;;
326;;
301;;
315;;
330;;
330;;
331;;
332;;
334;;
334;;
337;;
336;;
317;;
320;;
337;;
339;;
338;;
98;;
166;;
191;;
220;;
240;;
264;;
264;;
294;;
296;;
301;;
279;;
305;;
312;;
295;;
315;;
319;;
320;;
320;;
320;;
321;;
304;;
321;;
322;;
322;;
322;;
323;;
323;;
323;;
323;;
325;;
58;;
239;;
261;;
281;;
287;;
288;;
288;;
289;;
295;;
300;;
302;;
289;;
293;;
308;;
312;;
313;;
292;;
313;;
288;;
314;;
315;;
315;;
316;;
317;;
317;;
319;;
320;;
319;;
321;;
321;;
33;;
122;;
131;;
146;;
177;;
179;;
183;;
208;;
212;;
212;;
216;;
217;;
236;;
222;;
217;;
213;;
239;;
239;;
239;;
241;;
240;;
224;;
240;;
241;;
241;;
241;;
248;;
249;;
249;;
248;;
190;;
268;;
271;;
288;;
288;;
311;;
312;;
314;;
313;;
320;;
337;;
342;;
345;;
345;;
345;;
348;;
348;;
349;;
331;;
338;;
351;;
352;;
352;;
326;;
337;;
353;;
353;;
354;;
355;;
355;;
128;;
195;;
197;;
204;;
217;;
221;;
268;;
271;;
271;;
273;;
274;;
250;;
275;;
253;;
266;;
284;;
290;;
291;;
292;;
293;;
293;;
292;;
276;;
292;;
293;;
293;;
295;;
294;;
294;;
295;;
214;;
255;;
288;;
297;;
297;;
299;;
309;;
308;;
309;;
278;;
309;;
308;;
309;;
310;;
308;;
310;;
310;;
310;;
311;;
290;;
311;;
310;;
297;;
312;;
312;;
296;;
312;;
312;;
313;;
311;;
191;;
261;;
283;;
285;;
286;;
303;;
305;;
312;;
317;;
317;;
306;;
327;;
331;;
311;;
337;;
313;;
338;;
339;;
339;;
341;;
339;;
341;;
342;;
341;;
341;;
326;;
342;;
342;;
343;;
343;;
129;;
161;;
174;;
176;;
187;;
188;;
253;;
278;;
267;;
286;;
289;;
300;;
304;;
286;;
307;;
312;;
315;;
317;;
318;;
319;;
321;;
321;;
321;;
323;;
325;;
323;;
327;;
328;;
326;;
310;;
91;;
91;;
123;;
152;;
154;;
182;;
191;;
219;;
219;;
222;;
227;;
227;;
219;;
229;;
264;;
266;;
266;;
267;;
274;;
274;;
274;;
274;;
274;;
275;;
276;;
275;;
260;;
277;;
277;;
277;;
72;;
169;;
171;;
186;;
238;;
255;;
267;;
272;;
280;;
281;;
288;;
298;;
298;;
298;;
300;;
302;;
308;;
289;;
308;;
295;;
295;;
313;;
288;;
312;;
314;;
315;;
316;;
317;;
317;;
317;;
101;;
129;;
157;;
160;;
226;;
259;;
285;;
271;;
292;;
296;;
300;;
303;;
278;;
304;;
304;;
305;;
306;;
306;;
308;;
307;;
309;;
312;;
314;;
