12;;
13;;10,83845651
25;;
12;;
12;;
16;;
12;;
9;;
14;;
9;;
12;;
16;;
13;;
13;;
29;;
11;;
11;;
19;;
13;;
20;;
26;;
19;;
9;;
25;;
17;;
13;;
10;;
10;;
10;;
10;;
10;;
12;;
29;;
24;;
34;;
23;;
13;;
16;;
9;;
11;;
16;;
18;;
10;;
10;;
10;;
11;;
11;;
13;;
18;;
36;;
47;;
17;;
13;;
14;;
8;;
11;;
8;;
9;;
8;;
10;;
9;;
7;;
9;;
9;;
9;;
8;;
12;;
12;;
8;;
7;;
14;;
16;;
9;;
11;;
10;;
9;;
8;;
8;;
9;;
12;;
12;;
8;;
11;;
28;;
7;;
9;;
7;;
8;;
7;;
7;;
8;;
8;;
9;;
7;;
22;;
7;;
8;;
11;;
8;;
8;;
12;;
14;;
7;;
9;;
7;;
7;;
8;;
8;;
9;;
12;;
15;;
10;;
9;;
11;;
7;;
9;;
8;;
8;;
7;;
10;;
8;;
8;;
10;;
9;;
7;;
8;;
10;;
13;;
8;;
7;;
12;;
15;;
8;;
8;;
9;;
13;;
7;;
8;;
9;;
15;;
16;;
8;;
11;;
15;;
7;;
9;;
7;;
7;;
7;;
10;;
8;;
8;;
9;;
11;;
8;;
9;;
8;;
11;;
7;;
8;;
14;;
16;;
7;;
8;;
9;;
7;;
8;;
8;;
9;;
12;;
14;;
8;;
9;;
20;;
8;;
9;;
8;;
8;;
8;;
12;;
8;;
8;;
9;;
9;;
8;;
8;;
14;;
16;;
9;;
8;;
12;;
15;;
7;;
7;;
8;;
10;;
8;;
8;;
10;;
11;;
14;;
7;;
12;;
14;;
9;;
10;;
8;;
13;;
8;;
12;;
10;;
8;;
10;;
12;;
8;;
8;;
10;;
15;;
9;;
8;;
12;;
15;;
9;;
8;;
11;;
7;;
12;;
9;;
9;;
10;;
14;;
7;;
10;;
13;;
7;;
9;;
12;;
8;;
7;;
10;;
9;;
9;;
11;;
9;;
8;;
8;;
12;;
13;;
7;;
9;;
12;;
16;;
8;;
8;;
10;;
8;;
11;;
8;;
9;;
11;;
13;;
10;;
9;;
28;;
7;;
9;;
7;;
7;;
7;;
11;;
9;;
7;;
10;;
7;;
8;;
7;;
11;;
12;;
8;;
7;;
11;;
13;;
7;;
8;;
8;;
8;;
9;;
9;;
10;;
17;;
19;;
9;;
11;;
31;;
8;;
9;;
8;;
8;;
7;;
12;;
12;;
9;;
9;;
9;;
8;;
8;;
11;;
13;;
8;;
7;;
17;;
21;;
8;;
9;;
9;;
8;;
9;;
10;;
13;;
24;;
27;;
8;;
11;;
23;;
8;;
10;;
8;;
8;;
7;;
11;;
8;;
7;;
9;;
16;;
8;;
7;;
10;;
14;;
10;;
7;;
14;;
16;;
9;;
7;;
7;;
8;;
8;;
8;;
9;;
11;;
15;;
8;;
13;;
15;;
8;;
8;;
7;;
7;;
11;;
12;;
10;;
8;;
11;;
8;;
10;;
8;;
10;;
12;;
8;;
8;;
19;;
23;;
8;;
9;;
9;;
8;;
8;;
8;;
11;;
9;;
12;;
8;;
11;;
15;;
8;;
10;;
8;;
7;;
8;;
12;;
14;;
8;;
9;;
9;;
8;;
10;;
10;;
12;;
8;;
8;;
13;;
15;;
9;;
7;;
9;;
7;;
8;;
8;;
10;;
13;;
14;;
9;;
9;;
24;;
8;;
10;;
8;;
8;;
11;;
7;;
11;;
8;;
10;;
9;;
8;;
8;;
13;;
15;;
9;;
7;;
12;;
15;;
7;;
7;;
8;;
8;;
8;;
9;;
10;;
12;;
14;;
8;;
9;;
12;;
8;;
9;;
8;;
13;;
8;;
11;;
10;;
7;;
8;;
9;;
8;;
7;;
11;;
13;;
8;;
10;;
11;;
14;;
11;;
7;;
9;;
9;;
8;;
9;;
12;;
13;;
15;;
8;;
11;;
14;;
8;;
9;;
8;;
9;;
8;;
11;;
8;;
9;;
11;;
8;;
8;;
8;;
11;;
13;;
11;;
8;;
11;;
17;;
8;;
8;;
9;;
8;;
8;;
8;;
9;;
17;;
20;;
7;;
10;;
15;;
7;;
12;;
8;;
7;;
8;;
10;;
8;;
8;;
9;;
10;;
7;;
7;;
8;;
14;;
8;;
11;;
15;;
31;;
8;;
7;;
8;;
9;;
9;;
11;;
13;;
16;;
20;;
8;;
9;;
12;;
8;;
9;;
8;;
8;;
9;;
11;;
8;;
8;;
10;;
9;;
7;;
8;;
11;;
14;;
7;;
9;;
13;;
16;;
8;;
8;;
7;;
8;;
7;;
9;;
18;;
10;;
13;;
11;;
9;;
25;;
7;;
10;;
7;;
7;;
8;;
12;;
7;;
7;;
8;;
9;;
8;;
9;;
9;;
13;;
9;;
8;;
13;;
15;;
8;;
7;;
8;;
8;;
7;;
8;;
10;;
11;;
15;;
8;;
11;;
13;;
8;;
9;;
8;;
7;;
8;;
11;;
7;;
8;;
9;;
8;;
9;;
9;;
10;;
13;;
7;;
8;;
12;;
15;;
7;;
9;;
7;;
8;;
8;;
7;;
19;;
13;;
14;;
7;;
11;;
36;;
7;;
10;;
7;;
7;;
8;;
11;;
8;;
7;;
9;;
10;;
7;;
9;;
8;;
12;;
8;;
7;;
12;;
15;;
8;;
10;;
13;;
8;;
8;;
9;;
21;;
29;;
30;;
10;;
15;;
17;;
8;;
10;;
9;;
9;;
9;;
12;;
9;;
8;;
10;;
11;;
9;;
9;;
13;;
17;;
9;;
9;;
13;;
18;;
7;;
10;;
10;;
9;;
7;;
9;;
14;;
13;;
16;;
10;;
11;;
15;;
8;;
10;;
7;;
8;;
8;;
7;;
10;;
8;;
10;;
10;;
8;;
9;;
11;;
15;;
9;;
8;;
14;;
15;;
9;;
9;;
12;;
9;;
7;;
9;;
12;;
13;;
16;;
11;;
11;;
16;;
9;;
12;;
11;;
11;;
8;;
12;;
10;;
11;;
18;;
12;;
8;;
9;;
10;;
16;;
9;;
9;;
16;;
18;;
8;;
8;;
11;;
9;;
8;;
9;;
13;;
11;;
15;;
9;;
12;;
31;;
10;;
11;;
8;;
8;;
8;;
10;;
7;;
10;;
15;;
17;;
9;;
10;;
10;;
16;;
10;;
8;;
14;;
18;;
8;;
9;;
10;;
8;;
8;;
10;;
11;;
10;;
14;;
10;;
9;;
18;;
9;;
14;;
8;;
8;;
7;;
9;;
9;;
9;;
11;;
11;;
8;;
30;;
8;;
11;;
9;;
7;;
15;;
18;;
8;;
9;;
11;;
7;;
9;;
9;;
10;;
14;;
18;;
8;;
13;;
17;;
8;;
10;;
9;;
9;;
8;;
13;;
10;;
9;;
11;;
9;;
9;;
9;;
13;;
15;;
9;;
8;;
13;;
17;;
8;;
8;;
9;;
9;;
8;;
8;;
10;;
10;;
14;;
8;;
11;;
29;;
8;;
9;;
9;;
7;;
9;;
11;;
8;;
8;;
11;;
8;;
8;;
9;;
11;;
15;;
10;;
8;;
12;;
27;;
9;;
11;;
11;;
8;;
7;;
9;;
17;;
12;;
17;;
10;;
13;;
32;;
9;;
11;;
8;;
9;;
8;;
11;;
9;;
7;;
9;;
14;;
8;;
8;;
10;;
15;;
10;;
9;;
10;;
16;;
10;;
8;;
12;;
8;;
8;;
8;;
24;;
13;;
17;;
7;;
10;;
14;;
8;;
11;;
8;;
8;;
8;;
9;;
9;;
8;;
19;;
16;;
8;;
8;;
11;;
16;;
8;;
8;;
13;;
16;;
8;;
8;;
9;;
10;;
9;;
8;;
18;;
12;;
15;;
9;;
11;;
17;;
9;;
9;;
7;;
8;;
9;;
12;;
9;;
7;;
