14;;;9,896987366
12;;9,896987366;
14;;;
20;;;
10;;;
11;;;
7;;;
10;;;
11;;;
10;;;
10;;;
8;;;
10;;;
10;;;
10;;;
7;;;
10;;;
10;;;
15;;;
13;;;
8;;;
12;;;
10;;;
12;;;
14;;;
9;;;
9;;;
7;;;
9;;;
9;;;
9;;;
7;;;
8;;;
8;;;
16;;;
9;;;
10;;;
8;;;
9;;;
10;;;
9;;;
9;;;
10;;;
9;;;
8;;;
7;;;
7;;;
7;;;
9;;;
11;;;
7;;;
8;;;
7;;;
10;;;
13;;;
7;;;
8;;;
9;;;
7;;;
8;;;
9;;;
11;;;
10;;;
9;;;
11;;;
7;;;
7;;;
8;;;
7;;;
7;;;
8;;;
7;;;
9;;;
7;;;
7;;;
7;;;
7;;;
8;;;
8;;;
11;;;
7;;;
8;;;
9;;;
17;;;
18;;;
7;;;
8;;;
9;;;
8;;;
7;;;
8;;;
7;;;
7;;;
11;;;
13;;;
7;;;
8;;;
7;;;
7;;;
7;;;
8;;;
7;;;
7;;;
10;;;
7;;;
22;;;
7;;;
6;;;
9;;;
11;;;
7;;;
8;;;
7;;;
8;;;
10;;;
7;;;
10;;;
8;;;
7;;;
7;;;
8;;;
8;;;
7;;;
11;;;
13;;;
7;;;
8;;;
23;;;
8;;;
8;;;
9;;;
10;;;
9;;;
8;;;
17;;;
19;;;
8;;;
8;;;
11;;;
15;;;
8;;;
9;;;
9;;;
12;;;
17;;;
8;;;
8;;;
10;;;
25;;;
9;;;
10;;;
12;;;
12;;;
14;;;
19;;;
9;;;
9;;;
12;;;
7;;;
8;;;
9;;;
10;;;
8;;;
8;;;
8;;;
8;;;
8;;;
8;;;
8;;;
11;;;
11;;;
8;;;
11;;;
11;;;
20;;;
8;;;
8;;;
9;;;
8;;;
8;;;
9;;;
11;;;
11;;;
12;;;
15;;;
8;;;
8;;;
13;;;
8;;;
8;;;
10;;;
10;;;
8;;;
8;;;
8;;;
8;;;
7;;;
8;;;
11;;;
14;;;
11;;;
9;;;
9;;;
12;;;
17;;;
8;;;
9;;;
11;;;
8;;;
10;;;
10;;;
11;;;
13;;;
12;;;
16;;;
9;;;
8;;;
12;;;
8;;;
9;;;
8;;;
23;;;
8;;;
8;;;
9;;;
10;;;
8;;;
9;;;
13;;;
17;;;
9;;;
8;;;
9;;;
12;;;
15;;;
8;;;
9;;;
9;;;
10;;;
8;;;
8;;;
10;;;
12;;;
12;;;
16;;;
8;;;
9;;;
12;;;
9;;;
9;;;
9;;;
8;;;
7;;;
9;;;
8;;;
9;;;
9;;;
9;;;
9;;;
14;;;
9;;;
8;;;
10;;;
14;;;
15;;;
9;;;
9;;;
10;;;
10;;;
8;;;
9;;;
11;;;
12;;;
11;;;
14;;;
10;;;
10;;;
8;;;
8;;;
8;;;
9;;;
17;;;
9;;;
9;;;
8;;;
9;;;
9;;;
7;;;
10;;;
13;;;
11;;;
8;;;
8;;;
12;;;
15;;;
11;;;
8;;;
10;;;
8;;;
8;;;
9;;;
11;;;
11;;;
12;;;
22;;;
9;;;
9;;;
12;;;
9;;;
8;;;
9;;;
17;;;
9;;;
8;;;
18;;;
19;;;
9;;;
9;;;
11;;;
22;;;
11;;;
8;;;
8;;;
10;;;
14;;;
9;;;
8;;;
9;;;
9;;;
9;;;
8;;;
11;;;
9;;;
12;;;
15;;;
8;;;
8;;;
12;;;
9;;;
8;;;
9;;;
9;;;
9;;;
10;;;
9;;;
9;;;
8;;;
9;;;
14;;;
16;;;
9;;;
7;;;
10;;;
8;;;
12;;;
7;;;
8;;;
10;;;
9;;;
10;;;
11;;;
12;;;
12;;;
11;;;
14;;;
8;;;
10;;;
11;;;
10;;;
9;;;
9;;;
9;;;
9;;;
8;;;
8;;;
8;;;
10;;;
9;;;
11;;;
14;;;
8;;;
9;;;
