timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1686669088001,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-2,text,true,,286,137,14,14,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088009,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-15,text,true,,288,137,15,15,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088043,1,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-16,text,true,,288,137,16,16,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088074,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-6,text,true,,286,137,16,16,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088075,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-17,text,true,,288,137,17,17,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088089,12,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-1,bin,true,,1054586,139,17,17,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669088109,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-18,text,true,,288,137,18,18,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088141,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-19,text,true,,288,137,19,19,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088166,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-7,text,true,,286,137,19,19,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088174,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-20,text,true,,288,137,20,20,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088209,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-21,text,true,,288,137,21,21,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088242,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-22,text,true,,288,137,22,22,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088260,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-8,text,true,,286,137,22,22,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088273,1,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-23,text,true,,288,137,23,23,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088274,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-3,text,true,,286,137,23,23,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088305,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-24,text,true,,288,137,24,24,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088343,1,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-25,text,true,,288,137,25,25,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,1
1686669088351,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-9,text,true,,286,137,25,25,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088371,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-26,text,true,,288,137,26,26,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088405,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-27,text,true,,288,137,27,27,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088438,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-28,text,true,,288,137,28,28,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088445,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-10,text,true,,286,137,28,28,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088472,1,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-29,text,true,,288,137,29,29,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,1
1686669088504,2,HTTP Request_4_1_small,200,OK,Thread_Group_4 4-30,text,true,,288,137,30,30,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686669088537,0,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-11,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686669088546,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-4,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686669088630,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-12,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088724,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-13,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088817,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-14,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669088819,0,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-5,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686669088841,13,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-2,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669088910,2,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-15,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,2,1,0,WINDOWS-CASA,0,0
1686669089002,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-16,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089035,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-6,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089096,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-17,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089109,11,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-1,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669089189,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-18,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089281,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-19,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089306,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-7,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089374,2,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-20,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,2,1,0,WINDOWS-CASA,0,0
1686669089470,0,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-21,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686669089562,2,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-22,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,2,1,0,WINDOWS-CASA,0,0
1686669089580,2,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-8,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,2,1,0,WINDOWS-CASA,0,0
1686669089652,2,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-23,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,2,1,0,WINDOWS-CASA,0,0
1686669089653,19,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-3,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,3,1,0,WINDOWS-CASA,0,0
1686669089747,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-24,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089843,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-25,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089851,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-9,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669089932,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-26,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090025,3,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-27,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,3,1,0,WINDOWS-CASA,0,0
1686669090119,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-28,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090124,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-10,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090212,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-29,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090307,1,HTTP Request_4_2_small,200,OK,Thread_Group_4 4-30,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090338,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-11,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090347,14,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-4,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669090432,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-12,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090525,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-13,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090618,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-14,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090620,15,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-5,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669090642,8,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-2,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669090711,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-15,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090804,0,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-16,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686669090835,13,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-6,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669090897,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-17,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669090909,11,HTTP Request_4_3_medium,200,OK,Thread_Group_4 4-1,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669090990,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-18,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091082,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-19,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091108,12,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-7,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669091176,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-20,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091270,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-21,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091363,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-22,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091380,15,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-8,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669091454,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-23,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091456,10,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-3,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669091547,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-24,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091645,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-25,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091652,19,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-9,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669091732,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-26,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091826,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-27,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669091918,2,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-28,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,2,1,0,WINDOWS-CASA,0,0
1686669091926,14,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-10,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092013,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-29,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669092106,1,HTTP Request_4_3_small,200,OK,Thread_Group_4 4-30,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686669092138,15,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-11,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669092148,12,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-4,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669092231,11,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-12,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669092325,11,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-13,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092418,13,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-14,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092420,29,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-5,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,5,1,0,WINDOWS-CASA,0,0
1686669092443,12,HTTP Request_4_3_medium,200,OK,Thread_Group_4 4-2,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669092511,8,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-15,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669092604,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-16,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092636,7,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-6,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669092697,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-17,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092709,78,HTTP Request_4_1_large,200,OK,Thread_Group_4 4-1,text,true,,11081815,137,30,30,http://192.168.56.101/large/test1_large.pdf,0,1,0,WINDOWS-CASA,0,0
1686669092790,10,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-18,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092882,10,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-19,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092907,8,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-7,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669092976,11,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-20,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093071,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-21,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093163,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-22,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093180,9,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-8,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669093254,15,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-23,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093255,17,HTTP Request_4_3_medium,200,OK,Thread_Group_4 4-3,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669093346,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-24,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093444,10,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-25,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093452,25,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-9,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669093532,8,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-26,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093626,11,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-27,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093719,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-28,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093726,8,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-10,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093813,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-29,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669093906,9,HTTP Request_4_1_medium,200,OK,Thread_Group_4 4-30,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686669093939,9,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-11,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669093948,11,HTTP Request_4_3_medium,200,OK,Thread_Group_4 4-4,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669094031,9,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-12,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669094125,8,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-13,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669094218,8,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-14,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669094220,13,HTTP Request_4_3_medium,200,OK,Thread_Group_4 4-5,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,3,1,0,WINDOWS-CASA,0,0
1686669094312,17,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-15,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686669094242,88,HTTP Request_4_1_large,200,OK,Thread_Group_4 4-2,text,true,,11081815,137,30,30,http://192.168.56.101/large/test1_large.pdf,0,1,0,WINDOWS-CASA,0,0
1686669094404,9,HTTP Request_4_2_medium,200,OK,Thread_Group_4 4-16,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686669094435,7,HTTP Request_4_3_medium,200,OK,Thread_Group_4 4-6,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
