timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1686668905850,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-13,text,true,,288,137,13,13,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668905883,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-5,text,true,,286,137,13,13,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668905884,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-14,text,true,,288,137,14,14,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668905906,0,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-2,text,true,,286,137,14,14,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668905917,1,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-15,text,true,,288,137,15,15,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,1
1686668905947,1,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-16,text,true,,288,137,16,16,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668905977,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-6,text,true,,286,137,16,16,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668905979,1,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-17,text,true,,288,137,17,17,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,1
1686668905992,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-1,bin,true,,1054586,139,17,17,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668906012,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-18,text,true,,288,137,18,18,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906045,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-19,text,true,,288,137,19,19,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906070,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-7,text,true,,286,137,19,19,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906080,5,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-20,text,true,,288,137,20,20,http://192.168.56.101/small/test1_small.txt,5,1,0,WINDOWS-CASA,0,1
1686668906113,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-21,text,true,,288,137,21,21,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906145,1,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-22,text,true,,288,137,22,22,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906163,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-8,text,true,,286,137,22,22,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906178,7,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-3,text,true,,286,137,23,23,http://192.168.56.101/small/test3_small.txt,7,1,0,WINDOWS-CASA,0,0
1686668906177,8,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-23,text,true,,288,137,23,23,http://192.168.56.101/small/test1_small.txt,8,1,0,WINDOWS-CASA,0,7
1686668906210,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-24,text,true,,288,137,24,24,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906243,1,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-25,text,true,,288,137,25,25,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,1
1686668906257,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-9,text,true,,286,137,25,25,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906276,1,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-26,text,true,,288,137,26,26,http://192.168.56.101/small/test1_small.txt,1,1,0,WINDOWS-CASA,0,1
1686668906309,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-27,text,true,,288,137,27,27,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906342,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-28,text,true,,288,137,28,28,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906350,0,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-10,text,true,,286,137,28,28,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668906376,4,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-29,text,true,,288,137,29,29,http://192.168.56.101/small/test1_small.txt,4,1,0,WINDOWS-CASA,0,2
1686668906408,2,HTTP Request_1_1_small,200,OK,Thread_Group_1 1-30,text,true,,288,137,30,30,http://192.168.56.101/small/test1_small.txt,2,1,0,WINDOWS-CASA,0,1
1686668906443,0,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-11,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668906450,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-4,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906535,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-12,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906630,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-13,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906662,2,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-5,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,2,1,0,WINDOWS-CASA,0,0
1686668906725,2,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-14,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,2,1,0,WINDOWS-CASA,0,0
1686668906746,17,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-2,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686668906817,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-15,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906906,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-16,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906936,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-6,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668906999,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-17,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907012,32,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-1,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668907093,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-18,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907186,0,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-19,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668907210,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-7,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907279,0,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-20,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668907372,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-21,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907465,0,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-22,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668907483,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-8,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907558,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-23,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907558,12,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-3,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668907652,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-24,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907743,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-25,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907757,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-9,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668907837,0,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-26,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668907930,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-27,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908022,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-28,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908030,0,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-10,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668908115,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-29,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908208,1,HTTP Request_1_2_small,200,OK,Thread_Group_1 1-30,text,true,,286,137,30,30,http://192.168.56.101/small/test2_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908242,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-11,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908250,32,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-4,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668908334,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-12,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908430,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-13,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908463,15,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-5,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668908525,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-14,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908545,11,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-2,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668908617,0,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-15,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668908707,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-16,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908737,13,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-6,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668908799,0,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-17,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668908812,12,HTTP Request_1_3_medium,200,OK,Thread_Group_1 1-1,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668908893,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-18,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668908985,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-19,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909010,14,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-7,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668909079,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-20,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909173,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-21,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909265,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-22,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909283,11,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-8,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668909359,2,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-23,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,2,1,0,WINDOWS-CASA,0,0
1686668909359,10,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-3,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668909451,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-24,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909543,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-25,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909557,18,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-9,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668909636,0,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-26,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668909730,0,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-27,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,0,1,0,WINDOWS-CASA,0,0
1686668909821,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-28,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668909829,17,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-10,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668909915,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-29,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668910008,1,HTTP Request_1_3_small,200,OK,Thread_Group_1 1-30,text,true,,286,137,30,30,http://192.168.56.101/small/test3_small.txt,1,1,0,WINDOWS-CASA,0,0
1686668910042,12,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-11,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910051,11,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-4,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686668910135,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-12,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910230,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-13,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910263,8,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-5,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668910325,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-14,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910346,11,HTTP Request_1_3_medium,200,OK,Thread_Group_1 1-2,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668910417,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-15,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910508,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-16,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910540,23,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-6,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910599,11,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-17,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910612,108,HTTP Request_1_1_large,200,OK,Thread_Group_1 1-1,text,true,,11081815,137,30,30,http://192.168.56.101/large/test1_large.pdf,0,1,0,WINDOWS-CASA,0,0
1686668910693,30,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-18,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,3,1,0,WINDOWS-CASA,0,0
1686668910785,8,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-19,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668910815,9,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-7,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910879,10,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-20,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668910974,11,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-21,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668911065,30,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-22,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911091,12,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-8,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,2,1,0,WINDOWS-CASA,0,0
1686668911158,12,HTTP Request_1_3_medium,200,OK,Thread_Group_1 1-3,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911158,33,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-23,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911250,9,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-24,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668911343,9,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-25,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911357,8,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-9,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668911436,9,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-26,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911530,11,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-27,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911622,9,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-28,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911630,7,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-10,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911715,8,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-29,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668911809,9,HTTP Request_1_1_medium,200,OK,Thread_Group_1 1-30,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test1_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668911842,8,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-11,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,1,1,0,WINDOWS-CASA,0,0
1686668911850,10,HTTP Request_1_3_medium,200,OK,Thread_Group_1 1-4,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668911936,8,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-12,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668912030,8,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-13,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668912064,30,HTTP Request_1_3_medium,200,OK,Thread_Group_1 1-5,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668912125,11,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-14,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668912217,25,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-15,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,3,1,0,WINDOWS-CASA,0,0
1686668912146,106,HTTP Request_1_1_large,200,OK,Thread_Group_1 1-2,text,true,,11081815,137,30,30,http://192.168.56.101/large/test1_large.pdf,0,1,0,WINDOWS-CASA,0,0
1686668912308,7,HTTP Request_1_2_medium,200,OK,Thread_Group_1 1-16,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test2_medium.jpg,0,1,0,WINDOWS-CASA,0,0
1686668912337,8,HTTP Request_1_3_medium,200,OK,Thread_Group_1 1-6,bin,true,,1054586,139,30,30,http://192.168.56.101/medium/test3_medium.jpg,1,1,0,WINDOWS-CASA,0,0
